                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     172                                      793                  1.1000000000000001E+000                  2.9999999999999999E-002                  8.1901792783211216E+007                  1.0957049740232581E+007                  5.7854028610437135E+003                  9.9954051213112360E-001                  9.9514450524115983E-001                 -1.8675293044589238E+000                  6.6594672682812195E-001                  3.6711736316018819E-005                  3.0317627812572234E-001                  1.2720884326458464E-004                  7.4008020709890399E-003                  1.4068903015890109E-002                  3.1275366358125408E-003                  1.1000000000000001E+000                  0.0000000000000000E+000                  7.3638642333549187E-001                  1.3585277891696484E-004                  3.3039047764388019E-001                  5.1638027590665825E-003                  2.2779696651040013E-003                  1.5477767499874335E-002                  3.4402902993937957E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.4730523617081781E+003                  2.8647038259689573E+007                  1.1005056690045372E+010                  9.8977379533449006E-001                  9.8977379533448995E-001                  3.8684603554011539E-046                  2.4923824938363280E-002                  5.0000000000000000E+001                  1.0000000000000000E+003                  2.5846240159354665E+015                               "r22.11.1"                               "gfortran"                                 "12.2.0"                   "x86_64-macos-22.10.1"                                 "CRMATH"                               "20230513"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                      10                  1.0999999999775878E+000                 -2.1406319603503253E-003                  3.7918258429167389E+000                 -6.6941612656917409E+000                  4.8877351809863390E+000                  6.7000000000000015E-001                  2.9999999999999999E-001                  2.9999999999999805E-002                  2.7188959972199925E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      11                  1.0999999999741503E+000                 -2.1441527939278370E-003                  3.7956968429701079E+000                 -6.6837079101928065E+000                  4.9020785327685772E+000                  6.7000000000000015E-001                  2.9999999999999999E-001                  2.9999999999999805E-002                  2.7851619162947912E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      12                  1.0999999999724317E+000                 -2.1458713749223620E-003                  3.7983492388126390E+000                 -6.6770685760941246E+000                  4.9113843201457446E+000                  6.7000000000000015E-001                  2.9999999999999999E-001                  2.9999999999999805E-002                  2.8280863564498826E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      13                  1.0999999999707128E+000                 -2.1475639026354823E-003                  3.8024471722799280E+000                 -6.6675946510826956E+000                  4.9249796938307897E+000                  6.7000000000000015E-001                  2.9999999999999999E-001                  2.9999999999999805E-002                  2.8904851712722692E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      14                  1.0999999999672754E+000                 -2.1508759715533972E-003                  3.8082941165285362E+000                 -6.6559895655630168E+000                  4.9424696552591865E+000                  6.7000000000000015E-001                  3.0000000000000004E-001                  2.9999999999999805E-002                  2.9688002744379271E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      15                  1.0999999999638379E+000                 -2.1541007812066631E-003                  3.8145540931130237E+000                 -6.6454832786909011E+000                  4.9592829319033882E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  3.0415291375910029E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      16                  1.0999999999604004E+000                 -2.1572485828453684E-003                  3.8212582136460798E+000                 -6.6360592245327279E+000                  4.9754699475562791E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  3.1082813284926595E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      17                  1.0999999999569632E+000                 -2.1603288802160645E-003                  3.8284302198712279E+000                 -6.6276998297744596E+000                  4.9910756923553148E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  3.1687177263053758E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      18                  1.0999999999535257E+000                 -2.1633505180051710E-003                  3.8360998287377650E+000                 -6.6203998291976882E+000                  5.0061404765406010E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  3.2224555581630147E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      19                  1.0999999999500882E+000                 -2.1663218514560664E-003                  3.8443193527019974E+000                 -6.6141828612769453E+000                  5.0207005578906454E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  3.2689389333101376E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      20                  1.0999999999466508E+000                 -2.1692510126712773E-003                  3.8531625849113662E+000                 -6.6091014634137624E+000                  5.0347886674343245E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  3.3074294853025206E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      21                  1.0999999999432133E+000                 -2.1721461596281343E-003                  3.8626601728182748E+000                 -6.6051722384016553E+000                  5.0484344526127707E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  3.3375030791037568E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      22                  1.0999999999397758E+000                 -2.1750152883648665E-003                  3.8701520176794610E+000                 -6.6029147668643606E+000                  5.0583948468148465E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  3.3549049225811470E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      23                  1.0999999999380572E+000                 -2.1764424363608249E-003                  3.8751750641258624E+000                 -6.6015857739880577E+000                  5.0649105065248881E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  3.3651919480133539E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      24                  1.0999999999363383E+000                 -2.1778652377948213E-003                  3.8801815716808106E+000                 -6.6003558016555903E+000                  5.0713299393541620E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  3.3747406177264108E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      25                  1.0999999999346195E+000                 -2.1792840293145890E-003                  3.8851107889161924E+000                 -6.5991604317225088E+000                  5.0776559472255167E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  3.3840466249239396E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      26                  1.0999999999329009E+000                 -2.1806989349125766E-003                  3.8922974646168220E+000                 -6.5973637177951012E+000                  5.0869755913104120E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  3.3980824282116022E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      27                  1.0999999999294634E+000                 -2.1835171043214328E-003                  3.9012349534623043E+000                 -6.5946760087325647E+000                  5.0990989255643155E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  3.4191874008441829E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      28                  1.0999999999260259E+000                 -2.1863179411984899E-003                  3.9094285480863773E+000                 -6.5916216792097062E+000                  5.1108933072866352E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  3.4433304271995688E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      29                  1.0999999999225885E+000                 -2.1890992029221850E-003                  3.9169050132682726E+000                 -6.5882003000011942E+000                  5.1223761231747407E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  3.4705773488881562E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      30                  1.0999999999191510E+000                 -2.1918586927115384E-003                  3.9237298632337221E+000                 -6.5844526507133621E+000                  5.1335634165617128E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  3.5006701422303964E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      31                  1.0999999999157135E+000                 -2.1945945244576746E-003                  3.9299776664063000E+000                 -6.5804316298290759E+000                  5.1444700223542990E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  3.5332483543887638E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      32                  1.0999999999122760E+000                 -2.1973051937371714E-003                  3.9357194608369683E+000                 -6.5761891333346894E+000                  5.1551096854522163E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  3.5679497832093416E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      33                  1.0999999999088386E+000                 -2.1999895622132823E-003                  3.9410184433678461E+000                 -6.5717708989466832E+000                  5.1654951650100704E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  3.6044510805192416E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      34                  1.0999999999054011E+000                 -2.2026468091042497E-003                  3.9483623819614713E+000                 -6.5650242302842825E+000                  5.1806224317098524E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  3.6609107060254456E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      35                  1.0999999998985264E+000                 -2.2078795239656936E-003                  3.9547772905714829E+000                 -6.5578337719837974E+000                  5.1952411684137676E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  3.7220583194951914E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      36                  1.0999999998950889E+000                 -2.2104529893133920E-003                  3.9587756541609980E+000                 -6.5530410869687152E+000                  5.2047208025264595E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  3.7633816308168360E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      37                  1.0999999998916514E+000                 -2.2129982561475375E-003                  3.9644013327272019E+000                 -6.5458712182998209E+000                  5.2185635426410943E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  3.8260597477589387E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      38                  1.0999999998847765E+000                 -2.2180055695482986E-003                  3.9711008242352062E+000                 -6.5361405821856060E+000                  5.2363606292767715E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  3.9127972269461551E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      39                  1.0999999998779013E+000                 -2.2229021060194473E-003                  3.9760078160692811E+000                 -6.5281929594724959E+000                  5.2503029132182286E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  3.9850984559907323E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      40                  1.0999999998736045E+000                 -2.2259070282781949E-003                  3.9795534774867951E+000                 -6.5221448706145173E+000                  5.2607314978917668E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  4.0410133250901526E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      41                  1.0999999998693077E+000                 -2.2288704543965729E-003                  3.9845610112492480E+000                 -6.5132162441351529E+000                  5.2759197696250606E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  4.1249964727791111E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      42                  1.0999999998607140E+000                 -2.2346768768228870E-003                  3.9905617301974816E+000                 -6.5013647885935049E+000                  5.2953792941627524E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  4.2391746876627544E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      43                  1.0999999998521202E+000                 -2.2403272139107661E-003                  3.9946430608584067E+000                 -6.4925627198632814E+000                  5.3094230050300046E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  4.3260157748189836E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      44                  1.0999999998478232E+000                 -2.2430957801692986E-003                  3.9985265396849257E+000                 -6.4840045517063452E+000                  5.3230271173303985E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  4.4121563996434850E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      45                  1.0999999998392296E+000                 -2.2485250202423906E-003                  4.0032755313777377E+000                 -6.4727413414159578E+000                  5.3405282599870114E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  4.5281444663569340E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      46                  1.0999999998306358E+000                 -2.2538154617255312E-003                  4.0087394895143227E+000                 -6.4590887166633157E+000                  5.3614582664691115E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  4.6728353562530305E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      47                  1.0999999998177452E+000                 -2.2615058810538497E-003                  4.0136343023728314E+000                 -6.4457179357576830E+000                  5.3814271799630022E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  4.8190207860455463E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      48                  1.0999999998091514E+000                 -2.2664776046271260E-003                  4.0172846928816570E+000                 -6.4353539448300117E+000                  5.3967671859835020E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  4.9354722480077226E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      49                  1.0999999998005576E+000                 -2.2713322523718292E-003                  4.0207053129605237E+000                 -6.4252396026500254E+000                  5.4115844435188096E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  5.0518320692783636E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      50                  1.0999999997919638E+000                 -2.2760753031814966E-003                  4.0239222639889958E+000                 -6.4153683169234910E+000                  5.4259134161061571E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  5.1680411774019414E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      51                  1.0999999997833700E+000                 -2.2807119131086368E-003                  4.0269575523235170E+000                 -6.4057326215519339E+000                  5.4397852673552940E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  5.2840553744076127E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      52                  1.0999999997747762E+000                 -2.2852469270127690E-003                  4.0312590081097541E+000                 -6.3917808692009537E+000                  5.4597968819687770E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  5.4566673229729952E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      53                  1.0999999997575887E+000                 -2.2940306138619429E-003                  4.0351532093871452E+000                 -6.3781692832875594E+000                  5.4789283815816594E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  5.6305050565222806E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      54                  1.0999999997489949E+000                 -2.2982871352798537E-003                  4.0376243690131846E+000                 -6.3693971152587219E+000                  5.4912304626744319E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  5.7454616768140775E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      55                  1.0999999997404013E+000                 -2.3024586645655817E-003                  4.0411604651263566E+000                 -6.3566604052845657E+000                  5.5090545574420116E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  5.9165644029814864E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      56                  1.0999999997232137E+000                 -2.3105609398261198E-003                  4.0444134015163291E+000                 -6.3442356211582833E+000                  5.5261771259321515E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  6.0883870285974315E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      57                  1.0999999997146199E+000                 -2.3144979838622425E-003                  4.0464932660576842E+000                 -6.3362057775402141E+000                  5.5372286648525462E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  6.2020782688819576E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      58                  1.0999999997060261E+000                 -2.3183630073036411E-003                  4.0494902119558027E+000                 -6.3245162720419836E+000                  5.5532964771464721E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  6.3713919991254749E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      59                  1.0999999996888388E+000                 -2.3258880628028731E-003                  4.0532055397648676E+000                 -6.3094261204937672E+000                  5.5738367328008351E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  6.5968166001389131E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      60                  1.0999999996716514E+000                 -2.3331565117785166E-003                  4.0566729001385244E+000                 -6.2949261210396532E+000                  5.5934505203106930E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  6.8209382343651588E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      61                  1.0999999996544638E+000                 -2.3401866391629979E-003                  4.0599228246372512E+000                 -6.2809745456283634E+000                  5.6122178356754837E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  7.0437703033962792E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      62                  1.0999999996372765E+000                 -2.3469948402823348E-003                  4.0629806086855744E+000                 -6.2675334725925298E+000                  5.6302087407671983E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  7.2653333915790806E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      63                  1.0999999996200891E+000                 -2.3535958658856739E-003                  4.0658674370583787E+000                 -6.2545681947786163E+000                  5.6474849430749794E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  7.4856569888721126E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      64                  1.0999999996029015E+000                 -2.3600030271022530E-003                  4.0686012236996003E+000                 -6.2420472134901388E+000                  5.6641010733942192E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  7.7047724701665615E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      65                  1.0999999995857141E+000                 -2.3662283748961828E-003                  4.0711972443133124E+000                 -6.2299419649525438E+000                  5.6801057282223955E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  7.9227108606308304E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      66                  1.0999999995685268E+000                 -2.3722828540818186E-003                  4.0736686237769071E+000                 -6.2182264788008190E+000                  5.6955423270174563E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  8.1395026177589204E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      67                  1.0999999995513392E+000                 -2.3781764346696211E-003                  4.0760267172723674E+000                 -6.2068770832341462E+000                  5.7104498224276261E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  8.3551774739352306E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      68                  1.0999999995341518E+000                 -2.3839182243990818E-003                  4.0782814114666648E+000                 -6.1958721494188307E+000                  5.7248632927525627E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  8.5697643300649509E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      69                  1.0999999995169645E+000                 -2.3895165655547844E-003                  4.0804413648568110E+000                 -6.1851918689251209E+000                  5.7388144393196203E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  8.7832911950581474E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      70                  1.0999999994997769E+000                 -2.3949791186473166E-003                  4.0825142017961991E+000                 -6.1748180019277346E+000                  5.7523320065197741E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  8.9957863519288949E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      71                  1.0999999994825895E+000                 -2.4003129342668821E-003                  4.0845066708714590E+000                 -6.1647336637787173E+000                  5.7654421385005143E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  9.2072794182293514E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      72                  1.0999999994654022E+000                 -2.4055245151049713E-003                  4.0873806635711922E+000                 -6.1501607967625569E+000                  5.7843947826792723E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  9.5217264088808950E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      73                  1.0999999994310270E+000                 -2.4156042600796067E-003                  4.0900607452518258E+000                 -6.1360721751440659E+000                  5.8025564529740903E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  9.8359345369220393E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      74                  1.0999999994138396E+000                 -2.4204835133910291E-003                  4.0917857510633819E+000                 -6.1270020662968525E+000                  5.8142560771403762E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  1.0043685755309207E-025                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      75                  1.0999999993966523E+000                 -2.4252620810926982E-003                  4.0942869074517185E+000                 -6.1138457391094638E+000                  5.8312357035737969E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  1.0352858573521982E-025                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      76                  1.0999999993622771E+000                 -2.4345344881374882E-003                  4.0974216723845052E+000                 -6.0969770577930804E+000                  5.8528912447812633E+000                  6.6999999305180735E-001                  3.0000000694819284E-001                  2.9999999999999805E-002                  1.0763241847903357E-025                  0.0000000000000000E+000                  0.0000000000000000E+000 
